log2(FC),log10(p),sig_FDR,diffexpressed,delabel,label,FC,p_val
-0.27438970612400193,0.6073,FALSE,NO,NA,not,0.8268,4.0486
0.061845307071069486,0.0714,FALSE,NO,NA,not,1.0438,1.1787
-0.47212894569842695,0.5311,FALSE,NO,NA,not,0.7209,3.397
-0.05214685661298351,0.0564,FALSE,NO,NA,not,0.9645,1.1387
-0.48499408356627055,0.4843,FALSE,NO,NA,not,0.7145,3.05
0.09761079662642233,0.1402,FALSE,NO,NA,not,1.07,1.381
-1.438307278601691,1.2817,FALSE,NO,NA,not,0.369,19.1293
-0.6335239064899044,0.7086,FALSE,NO,NA,not,0.6446,5.1121
-0.8564759674783867,0.7026,FALSE,NO,NA,not,0.5523,5.042
-0.6877995373623217,0.8681,FALSE,NO,NA,not,0.6208,7.3807
-1.2636115992965395,0.634,FALSE,NO,NA,not,0.4165,4.3053
-0.22904412920887798,0.166,FALSE,NO,NA,not,0.8532,1.4655
-0.8541269383989551,0.6502,FALSE,NO,NA,not,0.5532,4.4689
-0.48438846050795886,0.3308,FALSE,NO,NA,not,0.7148,2.1419
-2.3540217245972155,0.9317,FALSE,NO,NA,not,0.1956,8.5448
0.6389542497978339,0.7471,FALSE,NO,NA,not,1.5572,5.586
-0.10749239737925749,0.0618,FALSE,NO,NA,not,0.9282,1.1529
-1.4181185363086655,1.1061,FALSE,NO,NA,not,0.3742,12.7673
-0.43908943912011134,0.5254,FALSE,NO,NA,not,0.7376,3.3527
-1.9252205735033867,1.0354,FALSE,NO,NA,not,0.2633,10.8493
-0.40030134699626485,0.4093,FALSE,NO,NA,not,0.7577,2.5663
-1.9029286294560965,2.4082,TRUE,DOWN,NA,sig,0.2674,255.9764
0.07093882134343751,0.0547,FALSE,NO,NA,not,1.0504,1.1342
0.8760945127299092,0.7811,FALSE,NO,NA,not,1.8354,6.0409
0.02772025835592744,0.023,FALSE,NO,NA,not,1.0194,1.0544
3.4259426286868666,1.4656,FALSE,NO,NA,not,10.7476,29.2146
0.3366261657635356,1.1195,FALSE,NO,NA,not,1.2628,13.1674
0.8993303347904451,2.7826,TRUE,UP,NA,sig,1.8652,606.1778
-1.490456162039664,1.7065,FALSE,NO,NA,not,0.3559,50.8745
-0.907521912799615,1.9169,FALSE,NO,NA,not,0.5331,82.5848
-0.4119630281293938,0.7531,FALSE,NO,NA,not,0.7516,5.6637
-1,1.0538,FALSE,NO,NA,not,0.5,11.3188
-1.415037499278844,2.5962,TRUE,DOWN,NA,sig,0.375,394.639
-1.550887680450584,3.0347,TRUE,DOWN,NA,sig,0.3413,1083.1784
-1.6547171824064917,2.029,FALSE,NO,NA,not,0.3176,106.9055
-0.4759363242227893,1.253,FALSE,NO,NA,not,0.719,17.9061
0.7806460587679859,1.8544,FALSE,NO,NA,not,1.7179,71.5155
0.18332770604480073,0.2762,FALSE,NO,NA,not,1.1355,1.8889
1.196103397714807,1.3474,FALSE,NO,NA,not,2.2912,22.2536
1.309583670899071,0.7455,FALSE,NO,NA,not,2.4787,5.5654
0.9309265310640281,1.8644,FALSE,NO,NA,not,1.9065,73.1813
-0.018585700400031553,0.0104,FALSE,NO,NA,not,0.9872,1.0242
2.34922371893827,1.4123000000000001,FALSE,NO,NA,not,5.0955,25.8404
2.087055434543376,1.537,FALSE,NO,NA,not,4.2488,34.435
2.1778540252599496,1.6479,FALSE,NO,NA,not,4.5248,44.4529
0.5735684240392593,0.971,FALSE,NO,NA,not,1.4882,9.3541
0.15807845649862637,0.0775,FALSE,NO,NA,not,1.1158,1.1954
-0.14448862342559834,0.1818,FALSE,NO,NA,not,0.9047,1.5198
1.0287812976336488,0.995,FALSE,NO,NA,not,2.0403,9.8855
0.9841153613130798,1.0717,FALSE,NO,NA,not,1.9781,11.7951
2.2550172359997482,1.42,FALSE,NO,NA,not,4.7734,26.3027
2.3194445229323417,1.3412,FALSE,NO,NA,not,4.9914,21.9381
2.91861521548657,1.0746,FALSE,NO,NA,not,7.5612,11.8741
2.332679294248831,1.4369,FALSE,NO,NA,not,5.0374,27.3464
2.385348200650388,0.9141,FALSE,NO,NA,not,5.2247,8.2054
2.1750774320601605,1.6482,FALSE,NO,NA,not,4.5161,44.4836
1.8940222432227407,1.2037,FALSE,NO,NA,not,3.7167,15.9845
2.3255015493344997,1.8576,FALSE,NO,NA,not,5.0124,72.0444
3.8671255031478586,1.7589,FALSE,NO,NA,not,14.5922,57.3984
2.299098094577489,1.7674,FALSE,NO,NA,not,4.9215,58.5329
1.930472424972495,1.5982,FALSE,NO,NA,not,3.8118,39.6461
1.9599184966892484,1.0276,FALSE,NO,NA,not,3.8904,10.6561
0.4022855918699961,0.3669,FALSE,NO,NA,not,1.3216,2.3276
1.5986986828058112,2.0113,FALSE,NO,NA,not,3.0287,102.6361
1.6261587476628316,1.3626,FALSE,NO,NA,not,3.0869,23.0462
2.239336935018721,1.3837,FALSE,NO,NA,not,4.7218,24.1936
2.178587174911504,1.3947,FALSE,NO,NA,not,4.5271,24.8142
2.637308832200043,1.9959,FALSE,NO,NA,not,6.2217,99.0604
2.195158586590933,1.7648,FALSE,NO,NA,not,4.5794,58.1835
2.174438378633003,1.8023,FALSE,NO,NA,not,4.5141,63.4308
1.4767445840704407,1.2804,FALSE,NO,NA,not,2.7832,19.0722
4.277657501003426,2.3622,TRUE,UP,NA,sig,19.3956,230.2502
4.030353736708924,2.1183,FALSE,NO,NA,not,16.3402,131.3107
3.545610121237186,1.2149,FALSE,NO,NA,not,11.6771,16.4021
2.7819681402100263,4.7186,TRUE,UP,NA,sig,6.8779,52311.8405
1.5753607424604281,0.94,FALSE,NO,NA,not,2.9801,8.7096
2.0512676809307786,1.5133,FALSE,NO,NA,not,4.1447,32.6062
1.167871708029161,0.99,FALSE,NO,NA,not,2.2468,9.7724
-0.0025991910479572374,0.0014,FALSE,NO,NA,not,0.9982,1.0032
-0.7602353734890532,0.396,FALSE,NO,NA,not,0.5904,2.4889
2.4492179921398964,1.449,FALSE,NO,NA,not,5.4612,28.119
0.6129657791939086,0.6897,FALSE,NO,NA,not,1.5294,4.8944
-0.10780328953451485,0.1895,FALSE,NO,NA,not,0.928,1.547
0.14535138557262012,0.277,FALSE,NO,NA,not,1.106,1.8923
0.9884847403761928,1.919,FALSE,NO,NA,not,1.9841,82.9851
1.1791288287721522,1.5963,FALSE,NO,NA,not,2.2644,39.473
2.0612577709029454,1.4347,FALSE,NO,NA,not,4.1735,27.2082
1.846673829597841,1.4599,FALSE,NO,NA,not,3.5967,28.8337
0.3131297348378517,0.1932,FALSE,NO,NA,not,1.2424,1.5603
0.3215818065212827,0.4814,FALSE,NO,NA,not,1.2497,3.0297
0.14300150624248983,0.2648,FALSE,NO,NA,not,1.1042,1.8399
