"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] IS_4X_pos_091622_032,[Mass] sample_1_4X_pos_091622_015,[Mass] sample_10_4X_pos_091622_026,[Mass] sample_11_4X_pos_091622_027,[Mass] sample_12_4X_pos_091622_028,[Mass] sample_13_4X_pos_091622_029,[Mass] sample_2_4X_pos_091622_016,[Mass] sample_3_4X_pos_091622_017,[Mass] sample_4_4X_pos_091622_018,[Mass] sample_5_4X_pos_091622_019,[Mass] sample_6_4X_pos_091622_020,[Mass] sample_7_4X_pos_091622_023,[Mass] sample_8_4X_pos_091622_024,[Mass] sample_9_4X_pos_091622_025,[RT] IS_4X_pos_091622_032,[RT] sample_1_4X_pos_091622_015,[RT] sample_10_4X_pos_091622_026,[RT] sample_11_4X_pos_091622_027,[RT] sample_12_4X_pos_091622_028,[RT] sample_13_4X_pos_091622_029,[RT] sample_2_4X_pos_091622_016,[RT] sample_3_4X_pos_091622_017,[RT] sample_4_4X_pos_091622_018,[RT] sample_5_4X_pos_091622_019,[RT] sample_6_4X_pos_091622_020,[RT] sample_7_4X_pos_091622_023,[RT] sample_8_4X_pos_091622_024,[RT] sample_9_4X_pos_091622_025,[Height] IS_4X_pos_091622_032,[Height] sample_1_4X_pos_091622_015,[Height] sample_10_4X_pos_091622_026,[Height] sample_11_4X_pos_091622_027,[Height] sample_12_4X_pos_091622_028,[Height] sample_13_4X_pos_091622_029,[Height] sample_2_4X_pos_091622_016,[Height] sample_3_4X_pos_091622_017,[Height] sample_4_4X_pos_091622_018,[Height] sample_5_4X_pos_091622_019,[Height] sample_6_4X_pos_091622_020,[Height] sample_7_4X_pos_091622_023,[Height] sample_8_4X_pos_091622_024,[Height] sample_9_4X_pos_091622_025,[Score (MFE)] IS_4X_pos_091622_032,[Score (MFE)] sample_1_4X_pos_091622_015,[Score (MFE)] sample_10_4X_pos_091622_026,[Score (MFE)] sample_11_4X_pos_091622_027,[Score (MFE)] sample_12_4X_pos_091622_028,[Score (MFE)] sample_13_4X_pos_091622_029,[Score (MFE)] sample_2_4X_pos_091622_016,[Score (MFE)] sample_3_4X_pos_091622_017,[Score (MFE)] sample_4_4X_pos_091622_018,[Score (MFE)] sample_5_4X_pos_091622_019,[Score (MFE)] sample_6_4X_pos_091622_020,[Score (MFE)] sample_7_4X_pos_091622_023,[Score (MFE)] sample_8_4X_pos_091622_024,[Score (MFE)] sample_9_4X_pos_091622_025,[Score (Tgt)] IS_4X_pos_091622_032,[Score (Tgt)] sample_1_4X_pos_091622_015,[Score (Tgt)] sample_10_4X_pos_091622_026,[Score (Tgt)] sample_11_4X_pos_091622_027,[Score (Tgt)] sample_12_4X_pos_091622_028,[Score (Tgt)] sample_13_4X_pos_091622_029,[Score (Tgt)] sample_2_4X_pos_091622_016,[Score (Tgt)] sample_3_4X_pos_091622_017,[Score (Tgt)] sample_4_4X_pos_091622_018,[Score (Tgt)] sample_5_4X_pos_091622_019,[Score (Tgt)] sample_6_4X_pos_091622_020,[Score (Tgt)] sample_7_4X_pos_091622_023,[Score (Tgt)] sample_8_4X_pos_091622_024,[Score (Tgt)] sample_9_4X_pos_091622_025,[Ions] IS_4X_pos_091622_032,[Ions] sample_1_4X_pos_091622_015,[Ions] sample_10_4X_pos_091622_026,[Ions] sample_11_4X_pos_091622_027,[Ions] sample_12_4X_pos_091622_028,[Ions] sample_13_4X_pos_091622_029,[Ions] sample_2_4X_pos_091622_016,[Ions] sample_3_4X_pos_091622_017,[Ions] sample_4_4X_pos_091622_018,[Ions] sample_5_4X_pos_091622_019,[Ions] sample_6_4X_pos_091622_020,[Ions] sample_7_4X_pos_091622_023,[Ions] sample_8_4X_pos_091622_024,[Ions] sample_9_4X_pos_091622_025,
PE 34:3,C39 H72 N O8 P,713.5001,1.56,0,7.54,0.047,6415791,13,1,94.1,8.6,7,14,,713.5011,713.4998,713.5004,713.4988,713.4988,713.4990,713.4987,713.5000,713.5015,713.5007,713.5010,713.5021,713.4999,,7.544,7.527,7.553,7.552,7.541,7.506,7.512,7.550,7.514,7.549,7.539,7.538,7.532,,7023477,7140707,5711130,6255521,2639050,8329791,5747472,6378655,6744703,8239916,6754789,6939695,5500384,,,,,,,,,,,,,,,,81.86,91.86,74.59,73.03,88.11,89.28,92.84,79.38,79.25,88.79,94.11,76.33,82.79,,10,12,7,11,7,14,11,8,10,8,9,11,8,
Cer_NS d18:1_23:1,C41 H79 N O3,633.6052,0.34,0,10.69,0.028,35719,13,1,99.0,1.5,10,14,,633.6051,633.6051,633.6052,633.6052,633.6052,633.6051,633.6054,633.6053,633.6051,633.6056,633.6056,633.6051,633.6049,,10.689,10.686,10.676,10.682,10.692,10.702,10.675,10.680,10.694,10.679,10.686,10.689,10.674,,46376,39518,32336,29487,18158,53406,31119,34573,34966,45040,34748,36847,27781,,,,,,,,,,,,,,,,96.92,97.36,98.49,96.42,93.58,95.50,97.14,98.50,96.59,99.04,97.66,97.83,97.74,,12,11,11,13,10,14,12,12,13,12,11,11,13,
CL 72:6,C81 H146 O17 P2,1453.0015,0.35,0,13.62,0.066,66934,13,1,95.2,3.8,13,22,,1453.0014,1453.0008,1453.0022,1453.0005,1453.0021,1453.0011,1453.0017,1453.0019,1453.0017,1453.0019,1453.0016,1453.0013,1453.0017,,13.601,13.639,13.573,13.628,13.596,13.622,13.597,13.613,13.624,13.621,13.617,13.604,13.616,,75241,70981,56704,53599,19821,99817,55422,52298,70916,106782,75296,71195,62082,,,,,,,,,,,,,,,,89.15,92.41,82.90,91.90,90.27,94.39,88.04,92.42,95.17,95.02,93.98,91.06,94.42,,20,20,18,15,13,17,17,19,22,22,19,17,19,
Cer_NS d18:1_14:0,C32 H63 N O3,509.4802,0.35,0,7.39,0.023,32228,13,1,97.4,1.3,9,10,,509.4803,509.4800,509.4803,509.4799,509.4799,509.4803,509.4804,509.4801,509.4804,509.4803,509.4803,509.4803,509.4804,,7.388,7.371,7.385,7.385,7.380,7.383,7.389,7.388,7.375,7.382,7.366,7.387,7.387,,37628,31033,29075,28513,15346,44105,29777,30852,32679,44521,31316,33227,30900,,,,,,,,,,,,,,,,96.60,94.59,97.45,96.03,94.27,96.89,96.75,96.90,94.74,96.92,93.72,97.30,96.90,,9,9,9,10,9,10,10,9,9,9,9,9,9,
DG 18:0_20:3,C41 H74 O5,646.5528,0.32,0,10.64,0.102,27031,13,1,99.0,2.9,8,13,,646.5530,646.5527,646.5525,646.5526,646.5528,646.5529,646.5529,646.5528,646.5528,646.5530,646.5532,646.5528,646.5525,,10.639,10.642,10.643,10.643,10.553,10.601,10.608,10.613,10.655,10.640,10.642,10.623,10.602,,48201,28039,24109,24835,10043,30157,25144,22609,26487,39247,27717,28786,16039,,,,,,,,,,,,,,,,95.74,95.59,91.66,94.36,90.51,98.95,98.59,98.04,91.92,96.36,95.95,98.55,95.40,,12,11,9,12,8,13,9,11,12,12,11,10,11,
PC 28:1,C36 H70 N O8 P,675.4832,0.43,0,5.67,0.079,15354,13,1,98.3,5.2,6,11,,675.4829,675.4827,675.4834,675.4833,675.4835,675.4833,675.4834,675.4834,675.4832,675.4836,675.4829,675.4831,675.4828,,5.698,5.635,5.714,5.695,5.679,5.662,5.654,5.692,5.677,5.666,5.635,5.668,5.651,,16448,19918,9065,14003,7842,22551,12040,14735,16264,20674,15165,16643,14264,,,,,,,,,,,,,,,,80.70,89.11,92.65,91.33,91.28,97.16,95.15,95.07,96.30,98.25,87.92,97.64,92.03,,8,9,10,9,7,10,7,8,7,11,9,6,9,
PE 30:1,C35 H68 N O8 P,661.4678,0.49,0,6.82,0.070,10841,13,1,98.0,3.1,6,12,,661.4676,661.4679,661.4674,661.4674,661.4680,661.4679,661.4680,661.4679,661.4678,661.4685,661.4678,661.4677,661.4673,,6.830,6.802,6.838,6.805,6.833,6.813,6.825,6.836,6.811,6.817,6.802,6.829,6.767,,7231,12967,11690,7542,6806,19594,9193,6610,10480,18094,14994,7561,8179,,,,,,,,,,,,,,,,95.99,92.57,96.98,92.84,96.23,97.80,89.04,97.98,94.33,94.72,95.60,96.75,89.31,,9,9,7,9,6,12,8,9,11,11,9,9,8,
PC 39:4,C47 H86 N O8 P,823.6077,0.56,0,8.34,0.036,26086,13,1,91.5,3.6,13,16,,823.6078,823.6072,823.6073,823.6083,823.6067,823.6075,823.6078,823.6078,823.6080,823.6083,823.6082,823.6080,823.6076,,8.319,8.320,8.340,8.339,8.350,8.326,8.332,8.347,8.340,8.314,8.326,8.347,8.347,,28658,31256,26528,26058,14183,34655,23417,22408,29388,32597,26346,23235,20397,,,,,,,,,,,,,,,,86.48,86.54,89.81,89.97,88.02,87.36,79.72,89.55,86.18,84.15,87.53,90.68,91.45,,15,13,16,16,13,16,14,14,15,15,15,16,15,
SM d35:0,C40 H83 N2 O6 P,718.5971,3.16,0,8.34,0.047,10094,6,8,95.8,29.8,1,9,718.5926,,,,,718.5974,,,718.5984,,718.5983,718.5984,,718.5976,8.303,,,,,8.350,,,8.347,,8.331,8.343,,8.347,2394,,,,,5894,,,10156,,13483,14859,,13779,,,,,,,,,,,,,,,33.64,,,,,90.38,,,94.23,,78.02,94.64,,95.78,1,,,,,8,,,7,,9,7,,7,
TG 60:2,C63 H118 O6,970.8919,0.63,0,14.80,0.016,114032,13,1,95.8,5.8,7,13,,970.8919,970.8921,970.8920,970.8920,970.8914,970.8922,970.8918,970.8921,970.8925,970.8927,970.8920,970.8901,970.8918,,14.797,14.802,14.798,14.793,14.806,14.806,14.806,14.800,14.800,14.793,14.790,14.801,14.796,,93365,114051,110233,91042,54090,113357,116624,112072,127509,151235,151913,135267,111672,,,,,,,,,,,,,,,,93.16,94.94,95.80,89.00,88.03,88.17,94.37,95.49,92.33,91.23,94.32,75.96,91.69,,10,12,9,13,7,13,11,9,10,11,12,9,12,
TG 51:2,C54 H100 O6,844.7510,0.49,0,14.26,0.045,50261,4,10,99.1,18.8,9,14,844.7507,,844.7506,,,,,844.7515,,844.7512,,,,,14.228,,14.259,,,,,14.269,,14.273,,,,,4166,,64638,,,,,65372,,66869,,,,,,,,,,,,,,,,,,,64.20,,95.43,,,,,98.15,,99.05,,,,,9,,10,,,,,14,,11,,,,,
PC 41:2,C49 H94 N O8 P,855.6710,1.07,0,10.52,0.222,24240,14,0,93.9,10.4,4,12,855.6734,855.6717,855.6701,855.6707,855.6705,855.6704,855.6702,855.6725,855.6708,855.6708,855.6705,855.6713,855.6707,855.6708,10.686,10.533,10.525,10.559,10.476,10.464,10.484,10.519,10.496,10.532,10.517,10.525,10.561,10.518,3400,31649,28247,19865,28174,11401,33641,25045,20608,28310,32926,31241,23967,20891,,,,,,,,,,,,,,,56.67,80.73,84.95,80.37,89.94,88.19,93.95,79.34,79.94,81.64,81.89,83.59,87.45,81.52,4,10,10,7,7,9,10,11,10,10,12,9,10,11,
TG 50:3,C53 H96 O6,828.7195,0.61,0,13.57,0.065,36388,13,1,97.6,3.3,7,12,,828.7191,828.7188,828.7195,828.7190,828.7206,828.7193,828.7196,828.7200,828.7193,828.7196,828.7198,828.7198,828.7188,,13.573,13.578,13.573,13.583,13.602,13.571,13.558,13.562,13.546,13.581,13.572,13.537,13.538,,40445,37948,33258,34469,10007,45665,36433,34319,37241,51631,41337,39468,30828,,,,,,,,,,,,,,,,94.57,96.91,96.57,96.76,93.11,94.53,93.30,93.88,88.04,97.61,96.98,92.63,88.61,,7,12,10,9,8,8,11,9,9,9,10,12,11,
TG 16:0_18:1_20:4,C57 H100 O6,880.7515,0.32,0,14.01,0.143,28449,14,0,97.6,7.2,9,15,880.7515,880.7514,880.7517,880.7519,880.7516,880.7515,880.7514,880.7515,880.7514,880.7512,880.7507,880.7518,880.7516,880.7513,14.117,14.027,13.991,14.005,14.014,14.078,13.997,13.994,14.021,13.982,13.973,14.030,13.984,14.030,6361,30481,26215,33863,30007,17859,27334,33176,28265,33140,34284,38358,30861,28095,,,,,,,,,,,,,,,73.69,84.88,91.90,82.57,91.65,88.13,91.35,78.69,97.56,90.85,87.45,93.43,85.97,91.26,13,15,11,12,12,13,13,12,14,13,9,11,15,14,
LPC 20:0/0:0,C28 H58 N O7 P,551.3946,1.01,0,4.40,0.056,12316,14,0,97.6,13.5,1,10,551.3962,551.3945,551.3941,551.3944,551.3946,551.3952,551.3945,551.3941,551.3945,551.3946,551.3944,551.3941,551.3949,551.3942,4.377,4.393,4.423,4.388,4.379,4.384,4.404,4.432,4.398,4.405,4.402,4.429,4.385,4.423,1311,15928,14661,11438,13151,6043,17780,11052,10406,15283,15987,13615,13503,12277,,,,,,,,,,,,,,,58.33,91.57,97.62,91.28,91.82,65.43,96.24,96.26,92.76,95.75,93.16,84.64,95.47,96.25,1,8,9,7,7,3,10,9,9,9,9,7,9,8,
LPC 24:1/0:0,C32 H64 N O7 P,605.4414,0.54,0,5.13,0.136,25605,14,0,99.2,14.9,4,9,605.4418,605.4413,605.4411,605.4412,605.4415,605.4423,605.4412,605.4415,605.4414,605.4412,605.4417,605.4418,605.4412,605.4412,5.138,5.235,5.115,5.138,5.143,5.126,5.125,5.124,5.128,5.119,5.129,5.099,5.121,5.126,24543,12709,25385,27897,21721,24961,24908,28493,27277,25459,27460,29504,27305,30859,,,,,,,,,,,,,,,47.62,97.54,90.62,95.68,93.18,99.19,97.47,96.51,78.97,97.62,99.11,95.19,94.88,96.21,4,6,8,8,9,6,8,7,8,8,8,7,8,8,
PC 44:4,C52 H96 N O8 P,893.6858,0.58,0,10.40,0.063,24061,14,0,96.5,9.8,3,16,893.6866,893.6860,893.6856,893.6851,893.6858,893.6867,893.6860,893.6856,893.6850,893.6855,893.6864,893.6857,893.6854,893.6853,10.384,10.416,10.419,10.386,10.398,10.358,10.401,10.407,10.378,10.393,10.417,10.385,10.405,10.356,2153,32470,29348,28758,21574,12385,27727,21038,25761,30898,32269,26238,21297,24952,,,,,,,,,,,,,,,63.67,91.86,89.41,94.31,92.55,80.39,93.28,95.48,96.45,96.49,87.20,96.00,95.01,94.56,3,14,13,12,16,12,13,15,16,13,13,14,11,15,
DG 18:1_20:1,C41 H76 O5,648.5684,0.41,0,10.80,0.047,28589,13,1,98.1,4.4,7,10,,648.5691,648.5682,648.5685,648.5683,648.5680,648.5681,648.5686,648.5684,648.5686,648.5685,648.5684,648.5684,648.5684,,10.817,10.804,10.804,10.828,10.793,10.835,10.803,10.825,10.789,10.801,10.798,10.818,10.791,,40814,27557,25719,26294,12297,38556,26721,24231,31841,31821,31665,26460,27688,,,,,,,,,,,,,,,,86.79,91.02,92.42,87.77,82.85,92.10,91.54,98.15,89.72,93.88,91.83,96.62,93.88,,10,8,8,8,8,9,9,7,8,10,10,9,7,
PC 44:5,C52 H94 N O8 P,891.6699,0.60,0,10.21,0.085,26016,13,1,90.7,10.2,11,19,,891.6696,891.6695,891.6701,891.6701,891.6700,891.6699,891.6692,891.6695,891.6701,891.6714,891.6700,891.6701,891.6696,,10.226,10.179,10.236,10.258,10.246,10.206,10.173,10.211,10.186,10.205,10.218,10.210,10.177,,28409,23085,28468,22584,17489,30712,26711,25437,30893,24038,26661,25180,28547,,,,,,,,,,,,,,,,86.75,90.20,85.31,67.03,65.09,90.06,87.45,81.65,87.79,85.72,90.55,90.66,79.67,,12,12,11,13,12,13,14,12,11,19,14,14,11,
CE 22:6,C49 H76 O2,696.5835,0.37,0,13.40,0.072,26454,13,1,98.6,3.0,6,11,,696.5838,696.5832,696.5832,696.5830,696.5836,696.5836,696.5838,696.5837,696.5835,696.5838,696.5838,696.5836,696.5834,,13.405,13.410,13.394,13.370,13.406,13.415,13.345,13.417,13.401,13.352,13.388,13.386,13.404,,27304,33804,24229,29878,13077,27685,21661,27707,24379,30883,23059,33105,27141,,,,,,,,,,,,,,,,97.48,94.71,93.09,94.24,89.78,96.60,91.42,95.72,98.59,94.29,90.40,97.31,97.32,,9,10,8,8,6,10,9,11,10,10,8,7,9,
PC 38:7,C46 H78 N O8 P,803.5450,1.57,0,7.42,0.193,23479,10,4,86.5,16.2,3,15,803.5484,803.5449,,803.5447,803.5446,803.5436,,803.5445,803.5446,803.5444,,803.5449,,803.5452,7.579,7.421,,7.419,7.407,7.463,,7.394,7.427,7.386,,7.388,,7.415,1121,26046,,22385,24476,34226,,20214,33403,29912,,18613,,24396,,,,,,,,,,,,,,,49.49,68.54,,77.02,58.84,86.47,,65.27,72.60,58.71,,59.03,,72.57,3,12,,12,14,10,,13,14,14,,12,,15,
DG 18:0_20:3,C41 H74 O5,646.5528,0.43,0,10.36,0.027,12515,9,5,97.1,2.5,8,13,,646.5529,646.5523,646.5529,,646.5527,,646.5530,646.5526,,646.5530,646.5529,646.5532,,,10.360,10.357,10.364,,10.347,,10.362,10.345,,10.344,10.357,10.372,,,17808,11263,11144,,8135,,8915,13298,,16291,10872,14913,,,,,,,,,,,,,,,,,95.04,92.69,94.89,,90.45,,94.66,96.63,,97.12,95.51,91.02,,,13,11,12,,11,,10,11,,10,8,9,,
DG 16:0_22:6,C41 H68 O5,640.5060,0.38,0,8.72,0.034,12395,13,1,98.0,4.4,7,10,,640.5057,640.5056,640.5061,640.5058,640.5056,640.5061,640.5061,640.5061,640.5056,640.5062,640.5064,640.5059,640.5062,,8.720,8.705,8.736,8.713,8.724,8.706,8.717,8.732,8.714,8.738,8.722,8.715,8.704,,15195,15780,8521,10989,6760,16270,13799,16165,12628,12934,9302,11960,10836,,,,,,,,,,,,,,,,96.59,83.80,90.05,96.53,95.48,98.00,94.27,96.44,94.87,96.32,88.97,92.86,90.21,,7,7,8,10,9,8,8,7,8,8,7,8,8,
BMP 20:1_22:6,C48 H81 O10 P,848.5543,3.55,0,7.00,0.065,50004,10,4,97.8,22.2,1,17,848.5458,,848.5553,848.5550,848.5545,,848.5555,848.5554,,,848.5552,848.5555,848.5558,848.5546,7.056,,7.003,7.000,7.011,,6.998,6.993,,,7.007,6.997,7.008,6.991,1250,,65717,41111,61070,,44364,69398,,,76183,72914,41640,26397,,,,,,,,,,,,,,,32.35,,90.63,92.55,93.66,,93.96,87.03,,,92.11,92.35,97.77,89.75,1,,16,14,15,,16,16,,,17,14,15,17,
Cer_NS d17:1_16:0,C33 H65 N O3,523.4959,0.37,0,7.90,0.106,20821,13,1,96.6,3.2,8,11,,523.4960,523.4956,523.4959,523.4955,523.4959,523.4960,523.4961,523.4962,523.4959,523.4960,523.4961,523.4958,523.4957,,7.895,7.885,7.899,7.887,7.898,7.986,7.935,7.884,7.977,7.918,7.879,7.900,7.889,,21231,20485,20290,20391,10366,28757,17231,21585,20776,28441,20314,23756,17061,,,,,,,,,,,,,,,,92.27,86.94,91.90,90.87,90.99,95.09,93.51,89.54,96.58,96.11,88.40,92.48,89.07,,9,10,8,9,10,9,11,9,11,10,9,10,10,
LPC 14:0/0:0,C22 H46 N O7 P,467.3008,0.32,0,1.47,0.036,8268,13,1,99.0,3.8,4,8,,467.3006,467.3009,467.3008,467.3009,467.3008,467.3010,467.3010,467.3006,467.3006,467.3007,467.3006,467.3009,467.3009,,1.479,1.460,1.463,1.466,1.494,1.471,1.495,1.477,1.469,1.477,1.463,1.465,1.478,,8965,8708,6953,7670,3354,12360,6741,6805,9215,13262,7532,9239,6688,,,,,,,,,,,,,,,,89.87,96.95,97.07,91.51,85.91,95.48,96.90,92.74,93.63,99.04,96.44,96.07,93.95,,7,5,5,6,8,5,6,4,6,6,5,4,5,
LPC 26:1/0:0,C34 H68 N O7 P,633.4728,0.47,0,6.13,0.070,14992,13,1,97.5,4.0,6,10,,633.4728,633.4729,633.4726,633.4723,633.4729,633.4728,633.4732,633.4734,633.4728,633.4730,633.4727,633.4726,633.4726,,6.133,6.126,6.094,6.119,6.130,6.132,6.156,6.149,6.135,6.135,6.110,6.148,6.165,,15939,17051,14951,16124,10445,17218,9849,13989,15932,18807,14713,16208,13678,,,,,,,,,,,,,,,,96.35,96.22,85.21,91.15,92.57,97.55,96.64,87.16,95.85,95.51,93.53,92.83,93.46,,9,9,8,7,6,9,9,10,7,7,7,8,9,
SM d44:1,C49 H99 N2 O6 P,842.7203,0.85,0,11.85,0.054,23717,12,2,91.7,4.6,10,15,,842.7194,,842.7212,842.7208,842.7219,842.7202,842.7202,842.7198,842.7208,842.7203,842.7202,842.7195,842.7198,,11.850,,11.841,11.838,11.853,11.817,11.853,11.841,11.871,11.844,11.841,11.861,11.852,,27222,,24519,21500,12359,29062,24683,22381,25109,27644,23253,21350,25523,,,,,,,,,,,,,,,,81.45,,79.12,78.38,80.50,78.38,83.66,82.41,91.65,81.63,78.26,84.45,80.29,,13,,12,15,11,14,13,10,13,14,12,12,13,
DG 18:1_22:6,C43 H70 O5,666.5215,0.52,0,8.73,0.040,11587,12,2,96.4,2.0,5,9,,666.5213,666.5216,666.5212,666.5221,,666.5213,666.5210,666.5216,666.5219,666.5216,666.5215,666.5221,666.5213,,8.731,8.728,8.708,8.740,,8.739,8.728,8.710,8.703,8.716,8.739,8.743,8.704,,14385,13713,11666,9878,,13353,13062,13116,11758,11502,7910,9883,8824,,,,,,,,,,,,,,,,96.05,94.37,92.92,90.89,,93.80,95.95,95.02,96.33,96.37,95.44,91.14,94.21,,9,6,6,6,,5,8,5,6,8,7,7,6,
TG 18:0_18:1_22:6,C61 H104 O6,932.7821,0.54,0,14.22,0.043,11736,13,1,84.0,9.3,9,18,,932.7824,932.7823,932.7819,932.7826,932.7832,932.7822,932.7819,932.7816,932.7820,932.7822,932.7821,932.7819,932.7810,,14.235,14.226,14.218,14.205,14.195,14.238,14.213,14.217,14.206,14.237,14.231,14.225,14.220,,15345,11753,9297,8794,8595,10265,14179,9919,16217,11137,10792,13121,13158,,,,,,,,,,,,,,,,82.24,78.67,71.43,83.33,83.99,63.30,72.74,68.36,83.43,71.55,72.28,70.25,83.33,,14,14,14,14,14,13,13,9,13,14,12,18,14,
TG 46:1,C49 H92 O6,776.6887,0.83,0,13.60,0.064,27002,14,0,98.1,3.6,6,10,776.6908,776.6886,776.6881,776.6886,776.6885,776.6889,776.6881,776.6883,776.6889,776.6887,776.6886,776.6887,776.6885,776.6888,13.583,13.590,13.572,13.607,13.589,13.596,13.622,13.558,13.602,13.607,13.598,13.600,13.587,13.611,2855,27324,32408,23036,26344,11803,35703,28570,25369,29939,43601,35790,31047,24246,,,,,,,,,,,,,,,87.44,98.14,97.39,94.66,96.10,89.54,94.02,89.15,95.89,97.18,96.72,97.07,95.93,94.89,6,8,10,8,8,6,8,7,7,10,9,9,8,8,
CL 66:3,C75 H140 O17 P2,1374.9550,0.48,0,13.56,0.074,36614,13,1,98.5,2.6,12,17,,1374.9546,1374.9543,1374.9546,1374.9548,1374.9562,1374.9543,1374.9558,1374.9544,1374.9554,1374.9555,1374.9555,1374.9549,1374.9541,,13.568,13.539,13.562,13.583,13.524,13.543,13.530,13.590,13.557,13.542,13.583,13.598,13.588,,40134,40068,31907,32837,14336,55261,30247,32514,39140,47344,40633,37837,33735,,,,,,,,,,,,,,,,98.47,95.56,95.46,95.02,91.97,94.95,95.11,94.84,88.58,96.88,97.69,95.11,93.89,,13,14,12,13,12,14,12,14,12,17,12,15,13,
SM d33:0,C38 H79 N2 O6 P,690.5666,0.47,0,7.40,0.036,14861,3,11,97.5,3.4,8,11,,690.5670,,,690.5664,,690.5665,,,,,,,,,7.399,,,7.418,,7.383,,,,,,,,,12192,,,15567,,16826,,,,,,,,,,,,,,,,,,,,,,,95.20,,,91.07,,97.49,,,,,,,,,9,,,11,,8,,,,,,,,
Cer_NS d18:2_16:1,C34 H63 N O3,533.4799,1.31,0,7.12,0.120,15403,14,0,97.4,19.0,5,10,533.4776,533.4800,533.4799,533.4803,533.4799,533.4800,533.4802,533.4798,533.4802,533.4804,533.4801,533.4805,533.4800,533.4799,7.034,7.153,7.120,7.112,7.134,7.079,7.126,7.132,7.103,7.107,7.141,7.131,7.119,7.125,1541,14808,14708,14277,13326,9122,20557,18472,16604,18877,21576,17639,16827,17317,,,,,,,,,,,,,,,35.28,96.36,95.16,86.79,92.75,70.06,97.40,94.73,93.82,89.58,96.48,96.16,94.60,88.90,5,10,8,8,7,5,10,8,8,9,10,7,9,9,
DG 16:0_18:0,C37 H72 O5,596.5372,0.53,0,10.87,0.129,20937,14,0,98.4,10.5,8,16,596.5366,596.5373,596.5367,596.5372,596.5374,596.5372,596.5370,596.5372,596.5377,596.5371,596.5377,596.5373,596.5370,596.5370,10.775,10.873,10.904,10.904,10.850,10.837,10.891,10.865,10.886,10.861,10.902,10.904,10.857,10.802,5537,29948,22785,20271,21053,12585,29483,23326,15365,27404,22573,24134,19617,19050,,,,,,,,,,,,,,,59.88,97.61,93.56,91.90,97.77,91.09,95.83,98.45,93.25,98.16,92.40,95.18,95.32,89.09,8,13,13,13,13,12,16,13,12,14,13,14,13,13,
TG 15:0_16:0_16:0,C50 H96 O6,792.7196,0.66,0,14.32,0.058,12580,14,0,97.5,6.7,6,9,792.7193,792.7199,792.7194,792.7197,792.7194,792.7183,792.7192,792.7207,792.7199,792.7198,792.7196,792.7200,792.7195,792.7198,14.284,14.325,14.326,14.331,14.328,14.324,14.300,14.280,14.329,14.312,14.338,14.315,14.320,14.315,3554,14796,14468,14982,14496,6059,13804,12748,13878,11675,14795,13668,14356,12848,,,,,,,,,,,,,,,86.57,95.66,88.80,92.60,92.65,81.88,95.59,75.65,90.90,97.49,93.79,93.36,92.16,84.92,8,8,7,6,6,6,9,6,8,7,8,7,8,7,
TG 54:5,C57 H100 O6,880.7515,0.41,0,14.01,0.143,28552,14,0,97.6,13.3,10,15,880.7523,880.7511,880.7517,880.7519,880.7516,880.7516,880.7514,880.7513,880.7514,880.7512,880.7508,880.7518,880.7516,880.7513,14.117,14.027,13.991,14.005,14.014,14.078,13.997,13.994,14.021,13.982,13.973,14.030,13.984,14.030,6361,30481,26215,33863,30007,17859,27334,33176,28265,33794,35066,38358,30861,28095,,,,,,,,,,,,,,,52.86,79.67,91.90,89.17,91.65,94.06,91.35,74.80,97.56,90.74,94.95,93.43,85.97,91.26,12,15,11,14,12,13,13,13,14,13,10,11,15,14,
DG 16:0_20:4,C39 H68 O5,616.5059,0.49,0,9.05,0.041,20097,13,1,97.7,5.3,6,9,,616.5059,616.5058,616.5063,616.5058,616.5055,616.5058,616.5061,616.5063,616.5055,616.5061,616.5058,616.5064,616.5056,,9.038,9.040,9.026,9.064,9.041,9.051,9.057,9.050,9.054,9.067,9.040,9.044,9.050,,36064,22459,18721,16068,11835,27416,17497,17081,20333,22034,18947,19678,13138,,,,,,,,,,,,,,,,97.00,97.22,97.71,94.05,78.31,94.77,95.44,94.03,91.83,93.41,95.47,96.45,94.98,,8,9,7,9,6,9,7,8,8,8,8,9,8,
TG 49:1,C52 H98 O6,818.7352,0.73,0,14.30,0.111,27685,13,1,97.0,12.5,6,11,818.7371,818.7349,818.7349,818.7352,818.7349,,818.7351,818.7350,818.7352,818.7352,818.7353,818.7352,818.7348,818.7348,14.206,14.291,14.243,14.314,14.317,,14.306,14.302,14.312,14.312,14.310,14.304,14.297,14.298,3325,33803,16185,25915,13674,,36945,36423,20212,25950,45563,33243,39356,29320,,,,,,,,,,,,,,,54.05,96.97,93.61,95.82,93.44,,96.35,96.81,95.12,95.87,96.02,96.08,95.27,96.44,6,8,11,8,8,,9,9,8,9,8,8,9,9,
