log2(FC),log10(p),sig_FDR,diffexpressed,delabel,label,FC,p_val
-0.7888631730177248,2.2517,TRUE,DOWN,NA,sig,0.5788,178.5254
-0.1806588099412292,0.5425,FALSE,NO,NA,not,0.8823,3.4874
0.42449217088920543,1.1743,FALSE,NO,NA,not,1.3421,14.9383
-1.2209504471625414,1.9559,TRUE,DOWN,NA,sig,0.429,90.3441
-0.888701546597459,0.8203,FALSE,NO,NA,not,0.5401,6.6115
-0.41792577860367025,0.7847,FALSE,NO,NA,not,0.7485,6.0912
-0.24622433566798177,0.4421,FALSE,NO,NA,not,0.8431,2.7676
-0.2702079784400346,0.824,FALSE,NO,NA,not,0.8292,6.6681
0.11116488907888972,0.0916,FALSE,NO,NA,not,1.0801,1.2348
-0.15698095427623157,0.4101,FALSE,NO,NA,not,0.8969,2.571
-0.46932992450829386,1.1085,FALSE,NO,NA,not,0.7223,12.8381
-1.0448360123830494,2.6479,TRUE,DOWN,NA,sig,0.4847,444.5289
-0.6066936396473472,1.5834,FALSE,NO,NA,not,0.6567,38.3178
0.5851548472371252,1.5138,FALSE,NO,NA,not,1.5002,32.6437
-0.2861282574641006,0.6854,FALSE,NO,NA,not,0.8201,4.8462
0.13251103979919546,0.5134,FALSE,NO,NA,not,1.0962,3.2614
-0.5422481312726066,1.1633,FALSE,NO,NA,not,0.6867,14.5646
-0.20706137759963106,0.4802,FALSE,NO,NA,not,0.8663,3.0213
-0.6174987428108851,1.1326,FALSE,NO,NA,not,0.6518,13.5706
-1.3584539709124763,1.9353,TRUE,DOWN,NA,sig,0.39,86.1589
-0.35531305711565686,0.5815,FALSE,NO,NA,not,0.7817,3.815
-0.6645167440965138,1.4312,FALSE,NO,NA,not,0.6309,26.9898
-1.4847921809641793,1.9243,TRUE,DOWN,FAHFA 18:2_20:4,sig,0.3573,84.004
-0.7587699644845547,1.9321,TRUE,DOWN,NA,sig,0.591,85.5264
-0.7856264755635457,1.4566,FALSE,NO,NA,not,0.5801,28.6154
-0.7091038188116966,1.5324,FALSE,NO,NA,not,0.6117,34.0722
-0.08804003471308504,0.1244,FALSE,NO,NA,not,0.9408,1.3317
-0.11341083508181844,0.2042,FALSE,NO,NA,not,0.9244,1.6003
-0.23871472663838075,0.4675,FALSE,NO,NA,not,0.8475,2.9343
-0.09649890732816314,0.1579,FALSE,NO,NA,not,0.9353,1.4385
-0.24229398251865655,0.4048,FALSE,NO,NA,not,0.8454,2.5398
-0.6736927651137282,1.8461,TRUE,DOWN,NA,sig,0.6269,70.1617
-1.0749120451200171,1.8989,TRUE,DOWN,NA,sig,0.4747,79.2319
-1.4568010998066672,3.0778,TRUE,DOWN,LPC 0:0/20:4,sig,0.3643,1196.1895
-1.038598926835721,2.4369,TRUE,DOWN,LPC 0:0/22:6,sig,0.4868,273.4639
-1.059795655347961,2.1055,TRUE,DOWN,NA,sig,0.4797,127.497
-0.8127389951583031,1.7506,TRUE,DOWN,NA,sig,0.5693,56.3119
-0.3367920275193528,0.6422,FALSE,NO,NA,not,0.7918,4.3873
-0.9770995978899212,1.498,FALSE,NO,NA,not,0.508,31.4775
