Name,Condition,variable,value,FA
1,RT,15:0_22:6,1.76575604072785,15:0
2,RT,15:0_22:6,1.42151030448102,15:0
3,RT,15:0_22:6,1.8006354211766,15:0
4,RT,15:0_22:6,1.73178673290723,15:0
5,RT,15:0_22:6,1.48776336622774,15:0
6,RT,15:0_22:6,1.88435993677277,15:0
7,Cold,15:0_22:6,0,15:0
8,Cold,15:0_22:6,1.87486595264159,15:0
9,Cold,15:0_22:6,1.88874169694907,15:0
10,Cold,15:0_22:6,1.46132176828803,15:0
11,Cold,15:0_22:6,1.54477314675728,15:0
12,Cold,15:0_22:6,1.52672973756043,15:0
1,RT,16:0_16:0,5.22768024259638,16:0
2,RT,16:0_16:0,3.46127072234567,16:0
3,RT,16:0_16:0,5.65669538249556,16:0
4,RT,16:0_16:0,5.39321929118573,16:0
5,RT,16:0_16:0,5.09342183165134,16:0
6,RT,16:0_16:0,5.09953245911259,16:0
7,Cold,16:0_16:0,4.80009744340523,16:0
8,Cold,16:0_16:0,5.26491001293799,16:0
9,Cold,16:0_16:0,5.56513026176507,16:0
10,Cold,16:0_16:0,4.65044961120976,16:0
11,Cold,16:0_16:0,5.00283292870951,16:0
12,Cold,16:0_16:0,4.5256486918246,16:0
1,RT,16:0_16:1,1.39676111452031,16:0
2,RT,16:0_16:1,0.994364815291712,16:0
3,RT,16:0_16:1,1.92023001546479,16:0
4,RT,16:0_16:1,1.75137894859955,16:0
5,RT,16:0_16:1,1.13199225969274,16:0
6,RT,16:0_16:1,1.12249837800045,16:0
7,Cold,16:0_16:1,2.02567287238614,16:0
8,Cold,16:0_16:1,1.69183215040244,16:0
9,Cold,16:0_16:1,1.88550054474781,16:0
10,Cold,16:0_16:1,2.03001071599316,16:0
11,Cold,16:0_16:1,2.05579539283359,16:0
12,Cold,16:0_16:1,1.52260537091934,16:0
1,RT,16:0_17:0,0.289075085785222,16:0
2,RT,16:0_17:0,0.286509752113988,16:0
3,RT,16:0_17:0,0.387547024540922,16:0
4,RT,16:0_17:0,0.237123900224679,16:0
5,RT,16:0_17:0,0.405389747413608,16:0
6,RT,16:0_17:0,0.327907114248914,16:0
7,Cold,16:0_17:0,0.474598225383776,16:0
8,Cold,16:0_17:0,0.339911335713836,16:0
9,Cold,16:0_17:0,0.467412795802734,16:0
10,Cold,16:0_17:0,0.284302176975302,16:0
11,Cold,16:0_17:0,0.436725801035898,16:0
12,Cold,16:0_17:0,0.453264612074868,16:0
1,RT,16:0_17:1,0.514547448814964,16:0
2,RT,16:0_17:1,0.207654257907376,16:0
3,RT,16:0_17:1,0.652447219634042,16:0
4,RT,16:0_17:1,0.623869404862733,16:0
5,RT,16:0_17:1,0.3969780862362,16:0
6,RT,16:0_17:1,0.386426775632835,16:0
7,Cold,16:0_17:1,0.653915106734695,16:0
8,Cold,16:0_17:1,0.236349164317191,16:0
9,Cold,16:0_17:1,0.829884714313616,16:0
10,Cold,16:0_17:1,0.607871835782581,16:0
11,Cold,16:0_17:1,0.6797111035749,16:0
12,Cold,16:0_17:1,0.401338297804453,16:0
1,RT,16:0_18:0,0.837222591144926,16:0
2,RT,16:0_18:0,0.467006480461276,16:0
3,RT,16:0_18:0,0.908821552472698,16:0
4,RT,16:0_18:0,0.906853720371646,16:0
5,RT,16:0_18:0,0.808734937947732,16:0
6,RT,16:0_18:0,0.826328146493963,16:0
7,Cold,16:0_18:0,0.828976000088864,16:0
8,Cold,16:0_18:0,0.942576455572433,16:0
9,Cold,16:0_18:0,0.98686029931166,16:0
10,Cold,16:0_18:0,0.800293160830979,16:0
11,Cold,16:0_18:0,0.912401765163009,16:0
12,Cold,16:0_18:0,0.825567682189674,16:0
1,RT,16:0_18:1,25.7006052717121,16:0
2,RT,16:0_18:1,17.4447905502438,16:0
3,RT,16:0_18:1,27.1581152339028,16:0
4,RT,16:0_18:1,27.3054577867387,16:0
5,RT,16:0_18:1,22.8051101876813,16:0
6,RT,16:0_18:1,21.0488280040182,16:0
7,Cold,16:0_18:1,25.8209446535269,16:0
8,Cold,16:0_18:1,23.6878797339859,16:0
9,Cold,16:0_18:1,34.468771481988,16:0
10,Cold,16:0_18:1,26.4836019971417,16:0
11,Cold,16:0_18:1,28.4303558957617,16:0
12,Cold,16:0_18:1,23.6748642577892,16:0
1,RT,16:0_18:2,41.9487658632092,16:0
2,RT,16:0_18:2,43.5839368990101,16:0
3,RT,16:0_18:2,44.1188594302194,16:0
4,RT,16:0_18:2,40.1143833401809,16:0
5,RT,16:0_18:2,38.8304335405264,16:0
6,RT,16:0_18:2,42.7489176966259,16:0
7,Cold,16:0_18:2,37.7833902926002,16:0
8,Cold,16:0_18:2,41.6441338911513,16:0
9,Cold,16:0_18:2,54.1023353502465,16:0
10,Cold,16:0_18:2,38.3744349452014,16:0
